,,0
station_precip_mm,reanalysis_specific_humidity_g_per_kg,0.2558359111208968
ndvi_se,station_min_temp_c,0.25162063177081906
station_min_temp_c,ndvi_se,0.25162063177081906
station_precip_mm,reanalysis_max_air_temp_k,0.25117684016567804
reanalysis_max_air_temp_k,station_precip_mm,0.25117684016567804
reanalysis_relative_humidity_percent,station_avg_temp_c,0.2433847558052878
station_avg_temp_c,reanalysis_relative_humidity_percent,0.2433847558052878
station_precip_mm,ndvi_ne,0.24226316211304436
ndvi_ne,station_precip_mm,0.24226316211304436
total_cases,ndvi_ne,0.24137617216494717
ndvi_ne,total_cases,0.24137617216494717
station_precip_mm,reanalysis_dew_point_temp_k,0.24133483263820849
reanalysis_dew_point_temp_k,station_precip_mm,0.24133483263820849
reanalysis_max_air_temp_k,weekofyear,0.2380775034485627
weekofyear,reanalysis_max_air_temp_k,0.2380775034485627
total_cases,station_diur_temp_rng_c,0.2378436889888472
station_diur_temp_rng_c,total_cases,0.2378436889888472
reanalysis_min_air_temp_k,station_precip_mm,0.23714237615901126
station_precip_mm,reanalysis_min_air_temp_k,0.23714237615901126
year,ndvi_se,0.23423381640516247
ndvi_se,year,0.23423381640516247
station_precip_mm,reanalysis_tdtr_k,0.23278313692268404
reanalysis_tdtr_k,station_precip_mm,0.23278313692268404
station_max_temp_c,weekofyear,0.23209775108376798
weekofyear,station_max_temp_c,0.23209775108376798
ndvi_sw,reanalysis_air_temp_k,0.2278237741590235
reanalysis_air_temp_k,ndvi_sw,0.2278237741590235
station_max_temp_c,reanalysis_air_temp_k,0.22776797316800518
reanalysis_air_temp_k,station_max_temp_c,0.22776797316800518
year,station_max_temp_c,0.2273202410889633
station_max_temp_c,year,0.2273202410889633
reanalysis_sat_precip_amt_mm,station_avg_temp_c,0.22540774961870289
station_avg_temp_c,precipitation_amt_mm,0.22540774961870289
station_avg_temp_c,reanalysis_sat_precip_amt_mm,0.22540774961870289
precipitation_amt_mm,station_avg_temp_c,0.22540774961870289
ndvi_ne,year,0.2233606288987892
year,ndvi_ne,0.2233606288987892
ndvi_nw,station_precip_mm,0.22131356207986513
station_precip_mm,ndvi_nw,0.22131356207986513
station_precip_mm,year,0.21991023265942625
year,station_precip_mm,0.21991023265942625
reanalysis_tdtr_k,station_avg_temp_c,0.21706650719697776
station_avg_temp_c,reanalysis_tdtr_k,0.21706650719697776
reanalysis_min_air_temp_k,station_avg_temp_c,0.21654301532107723
station_avg_temp_c,reanalysis_min_air_temp_k,0.21654301532107723
weekofyear,total_cases,0.21645191306892828
total_cases,weekofyear,0.21645191306892828
reanalysis_relative_humidity_percent,ndvi_se,0.21560633168605636
ndvi_se,reanalysis_relative_humidity_percent,0.21560633168605636
year,station_min_temp_c,0.2144823844748559
station_min_temp_c,year,0.2144823844748559
ndvi_ne,precipitation_amt_mm,0.20573645109841035
precipitation_amt_mm,ndvi_ne,0.20573645109841035
ndvi_ne,reanalysis_sat_precip_amt_mm,0.20573645109841035
reanalysis_sat_precip_amt_mm,ndvi_ne,0.20573645109841035
year,precipitation_amt_mm,0.20530171612536202
reanalysis_sat_precip_amt_mm,year,0.20530171612536202
year,reanalysis_sat_precip_amt_mm,0.20530171612536202
precipitation_amt_mm,year,0.20530171612536202
ndvi_nw,station_avg_temp_c,0.20397497752641344
station_avg_temp_c,ndvi_nw,0.20397497752641344
ndvi_nw,total_cases,0.20223537415326903
total_cases,ndvi_nw,0.20223537415326903
reanalysis_tdtr_k,precipitation_amt_mm,0.20142666460275996
precipitation_amt_mm,reanalysis_tdtr_k,0.20142666460275996
reanalysis_tdtr_k,reanalysis_sat_precip_amt_mm,0.20142666460275996
reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,0.20142666460275996
reanalysis_precip_amt_kg_per_m2,ndvi_ne,0.19941089862415143
ndvi_ne,reanalysis_precip_amt_kg_per_m2,0.19941089862415143
ndvi_sw,total_cases,0.19646075838008634
total_cases,ndvi_sw,0.19646075838008634
reanalysis_precip_amt_kg_per_m2,station_max_temp_c,0.19644669370495563
station_max_temp_c,reanalysis_precip_amt_kg_per_m2,0.19644669370495563
station_min_temp_c,reanalysis_max_air_temp_k,0.193708521466258
reanalysis_max_air_temp_k,station_min_temp_c,0.193708521466258
ndvi_nw,precipitation_amt_mm,0.19356265758923216
reanalysis_sat_precip_amt_mm,ndvi_nw,0.19356265758923216
ndvi_nw,reanalysis_sat_precip_amt_mm,0.19356265758923216
precipitation_amt_mm,ndvi_nw,0.19356265758923216
station_diur_temp_rng_c,precipitation_amt_mm,0.19335821288959537
precipitation_amt_mm,station_diur_temp_rng_c,0.19335821288959537
station_diur_temp_rng_c,reanalysis_sat_precip_amt_mm,0.19335821288959537
reanalysis_sat_precip_amt_mm,station_diur_temp_rng_c,0.19335821288959537
reanalysis_precip_amt_kg_per_m2,reanalysis_max_air_temp_k,0.19226051693562152
reanalysis_max_air_temp_k,reanalysis_precip_amt_kg_per_m2,0.19226051693562152
total_cases,reanalysis_max_air_temp_k,0.1913451953621762
reanalysis_max_air_temp_k,total_cases,0.1913451953621762
ndvi_nw,reanalysis_precip_amt_kg_per_m2,0.19098885527660212
reanalysis_precip_amt_kg_per_m2,ndvi_nw,0.19098885527660212
station_avg_temp_c,ndvi_ne,0.18622691285390527
ndvi_ne,station_avg_temp_c,0.18622691285390527
reanalysis_min_air_temp_k,weekofyear,0.17967862175950805
weekofyear,reanalysis_min_air_temp_k,0.17967862175950805
station_precip_mm,station_diur_temp_rng_c,0.17964791285403794
station_diur_temp_rng_c,station_precip_mm,0.17964791285403794
station_precip_mm,reanalysis_air_temp_k,0.1738506002613204
reanalysis_air_temp_k,station_precip_mm,0.1738506002613204
ndvi_se,total_cases,0.16861158256131104
total_cases,ndvi_se,0.16861158256131104
reanalysis_avg_temp_k,reanalysis_relative_humidity_percent,0.16837129618775146
reanalysis_relative_humidity_percent,reanalysis_avg_temp_k,0.16837129618775146
station_max_temp_c,station_precip_mm,0.1670979752245219
station_precip_mm,station_max_temp_c,0.1670979752245219
year,reanalysis_specific_humidity_g_per_kg,0.16159582360063834
reanalysis_specific_humidity_g_per_kg,year,0.16159582360063834
station_precip_mm,ndvi_sw,0.15834459744470553
ndvi_sw,station_precip_mm,0.15834459744470553
ndvi_se,reanalysis_air_temp_k,0.15744711686766072
reanalysis_air_temp_k,ndvi_se,0.15744711686766072
reanalysis_avg_temp_k,total_cases,0.15163709646341936
total_cases,reanalysis_avg_temp_k,0.15163709646341936
station_avg_temp_c,reanalysis_precip_amt_kg_per_m2,0.14855293200198785
reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,0.14855293200198785
ndvi_nw,year,0.14434452123382055
year,ndvi_nw,0.14434452123382055
total_cases,reanalysis_dew_point_temp_k,0.14253051939879174
reanalysis_dew_point_temp_k,total_cases,0.14253051939879174
station_min_temp_c,station_max_temp_c,0.1405214589001886
station_max_temp_c,station_min_temp_c,0.1405214589001886
reanalysis_air_temp_k,year,0.14001634326382395
year,reanalysis_air_temp_k,0.14001634326382395
station_diur_temp_rng_c,reanalysis_precip_amt_kg_per_m2,0.1385015347566438
reanalysis_precip_amt_kg_per_m2,station_diur_temp_rng_c,0.1385015347566438
reanalysis_precip_amt_kg_per_m2,year,0.13262481914645427
year,reanalysis_precip_amt_kg_per_m2,0.13262481914645427
reanalysis_relative_humidity_percent,total_cases,0.13245247479971356
total_cases,reanalysis_relative_humidity_percent,0.13245247479971356
reanalysis_dew_point_temp_k,year,0.13227335541224625
year,reanalysis_dew_point_temp_k,0.13227335541224625
ndvi_se,station_precip_mm,0.13132572470077986
station_precip_mm,ndvi_se,0.13132572470077986
total_cases,reanalysis_specific_humidity_g_per_kg,0.1298606295130479
reanalysis_specific_humidity_g_per_kg,total_cases,0.1298606295130479
reanalysis_precip_amt_kg_per_m2,reanalysis_air_temp_k,0.12821880888539666
reanalysis_air_temp_k,reanalysis_precip_amt_kg_per_m2,0.12821880888539666
reanalysis_tdtr_k,reanalysis_avg_temp_k,0.12419979238763015
reanalysis_avg_temp_k,reanalysis_tdtr_k,0.12419979238763015
reanalysis_sat_precip_amt_mm,ndvi_sw,0.12404655959015384
precipitation_amt_mm,ndvi_sw,0.12404655959015384
ndvi_sw,reanalysis_sat_precip_amt_mm,0.12404655959015384
ndvi_sw,precipitation_amt_mm,0.12404655959015384
ndvi_se,weekofyear,0.12155681809950057
weekofyear,ndvi_se,0.12155681809950057
ndvi_sw,station_avg_temp_c,0.12105978595868325
station_avg_temp_c,ndvi_sw,0.12105978595868325
precipitation_amt_mm,reanalysis_min_air_temp_k,0.11969070845651307
reanalysis_min_air_temp_k,precipitation_amt_mm,0.11969070845651307
reanalysis_sat_precip_amt_mm,reanalysis_min_air_temp_k,0.1196907084565129
reanalysis_min_air_temp_k,reanalysis_sat_precip_amt_mm,0.1196907084565129
reanalysis_sat_precip_amt_mm,weekofyear,0.1180374940571918
precipitation_amt_mm,weekofyear,0.1180374940571918
weekofyear,reanalysis_sat_precip_amt_mm,0.1180374940571918
weekofyear,precipitation_amt_mm,0.1180374940571918
station_avg_temp_c,total_cases,0.11610851285583235
total_cases,station_avg_temp_c,0.11610851285583235
reanalysis_avg_temp_k,station_diur_temp_rng_c,0.10758100405446164
station_diur_temp_rng_c,reanalysis_avg_temp_k,0.10758100405446164
reanalysis_sat_precip_amt_mm,reanalysis_avg_temp_k,0.10638443901091389
reanalysis_avg_temp_k,reanalysis_sat_precip_amt_mm,0.10638443901091389
precipitation_amt_mm,reanalysis_avg_temp_k,0.10638443901091367
reanalysis_avg_temp_k,precipitation_amt_mm,0.10638443901091367
reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,0.10581468016610214
reanalysis_precip_amt_kg_per_m2,reanalysis_min_air_temp_k,0.10581468016610214
reanalysis_precip_amt_kg_per_m2,ndvi_sw,0.10165155000954362
ndvi_sw,reanalysis_precip_amt_kg_per_m2,0.10165155000954362
reanalysis_specific_humidity_g_per_kg,ndvi_nw,0.10062584385524297
ndvi_nw,reanalysis_specific_humidity_g_per_kg,0.10062584385524297
reanalysis_specific_humidity_g_per_kg,ndvi_ne,0.09485162811342139
ndvi_ne,reanalysis_specific_humidity_g_per_kg,0.09485162811342139
reanalysis_precip_amt_kg_per_m2,reanalysis_tdtr_k,0.094049970088497
reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,0.094049970088497
ndvi_se,station_avg_temp_c,0.08924225340086264
station_avg_temp_c,ndvi_se,0.08924225340086264
reanalysis_avg_temp_k,year,0.08504348056827826
year,reanalysis_avg_temp_k,0.08504348056827826
station_diur_temp_rng_c,reanalysis_specific_humidity_g_per_kg,0.08027341872386862
reanalysis_specific_humidity_g_per_kg,station_diur_temp_rng_c,0.08027341872386862
weekofyear,reanalysis_tdtr_k,0.07793262202335226
reanalysis_tdtr_k,weekofyear,0.07793262202335226
station_min_temp_c,precipitation_amt_mm,0.07668000452808364
precipitation_amt_mm,station_min_temp_c,0.07668000452808364
reanalysis_sat_precip_amt_mm,station_min_temp_c,0.07668000452808364
station_min_temp_c,reanalysis_sat_precip_amt_mm,0.07668000452808364
ndvi_se,precipitation_amt_mm,0.07463311022187974
precipitation_amt_mm,ndvi_se,0.07463311022187974
reanalysis_sat_precip_amt_mm,ndvi_se,0.07463311022187974
ndvi_se,reanalysis_sat_precip_amt_mm,0.07463311022187974
station_precip_mm,total_cases,0.07437445365334763
total_cases,station_precip_mm,0.07437445365334763
reanalysis_precip_amt_kg_per_m2,weekofyear,0.072954551922445
weekofyear,reanalysis_precip_amt_kg_per_m2,0.072954551922445
weekofyear,year,0.07164904410694119
year,weekofyear,0.07164904410694119
ndvi_sw,weekofyear,0.06870097922743967
weekofyear,ndvi_sw,0.06870097922743967
station_precip_mm,weekofyear,0.06629395829593873
weekofyear,station_precip_mm,0.06629395829593873
ndvi_nw,reanalysis_dew_point_temp_k,0.06328908686918885
reanalysis_dew_point_temp_k,ndvi_nw,0.06328908686918885
station_precip_mm,station_avg_temp_c,0.06314360284588248
station_avg_temp_c,station_precip_mm,0.06314360284588248
reanalysis_precip_amt_kg_per_m2,station_min_temp_c,0.056777257367630486
station_min_temp_c,reanalysis_precip_amt_kg_per_m2,0.056777257367630486
reanalysis_dew_point_temp_k,ndvi_ne,0.05607663223052741
ndvi_ne,reanalysis_dew_point_temp_k,0.05607663223052741
weekofyear,ndvi_ne,0.05354759778686238
ndvi_ne,weekofyear,0.05354759778686238
ndvi_sw,reanalysis_specific_humidity_g_per_kg,0.053437023403345094
reanalysis_specific_humidity_g_per_kg,ndvi_sw,0.053437023403345094
ndvi_se,reanalysis_avg_temp_k,0.05134830075829107
reanalysis_avg_temp_k,ndvi_se,0.05134830075829107
station_precip_mm,station_min_temp_c,0.05010974100287571
station_min_temp_c,station_precip_mm,0.05010974100287571
ndvi_nw,weekofyear,0.048758559332852267
weekofyear,ndvi_nw,0.048758559332852267
reanalysis_avg_temp_k,station_precip_mm,0.048052349772141095
station_precip_mm,reanalysis_avg_temp_k,0.048052349772141095
station_avg_temp_c,year,0.04701033436320505
year,station_avg_temp_c,0.04701033436320505
reanalysis_relative_humidity_percent,station_min_temp_c,0.042638903692639334
station_min_temp_c,reanalysis_relative_humidity_percent,0.042638903692639334
total_cases,station_max_temp_c,0.039219466975316024
station_max_temp_c,total_cases,0.039219466975316024
reanalysis_sat_precip_amt_mm,total_cases,0.03873965486114959
precipitation_amt_mm,total_cases,0.03873965486114959
total_cases,precipitation_amt_mm,0.03873965486114959
total_cases,reanalysis_sat_precip_amt_mm,0.03873965486114959
reanalysis_avg_temp_k,ndvi_ne,0.03768199098971709
ndvi_ne,reanalysis_avg_temp_k,0.03768199098971709
reanalysis_dew_point_temp_k,station_diur_temp_rng_c,0.03715140192591049
station_diur_temp_rng_c,reanalysis_dew_point_temp_k,0.03715140192591049
ndvi_se,reanalysis_precip_amt_kg_per_m2,0.034792200337890364
reanalysis_precip_amt_kg_per_m2,ndvi_se,0.034792200337890364
reanalysis_dew_point_temp_k,reanalysis_tdtr_k,0.03351203508848303
reanalysis_tdtr_k,reanalysis_dew_point_temp_k,0.03351203508848303
reanalysis_avg_temp_k,reanalysis_precip_amt_kg_per_m2,0.03172765740572089
reanalysis_precip_amt_kg_per_m2,reanalysis_avg_temp_k,0.03172765740572089
ndvi_nw,reanalysis_avg_temp_k,0.03097407359660135
reanalysis_avg_temp_k,ndvi_nw,0.03097407359660135
reanalysis_specific_humidity_g_per_kg,ndvi_se,0.02879509866770365
ndvi_se,reanalysis_specific_humidity_g_per_kg,0.02879509866770365
station_diur_temp_rng_c,weekofyear,0.023219945530624692
weekofyear,station_diur_temp_rng_c,0.023219945530624692
reanalysis_avg_temp_k,ndvi_sw,0.022533461020692466
ndvi_sw,reanalysis_avg_temp_k,0.022533461020692466
ndvi_sw,reanalysis_dew_point_temp_k,0.020746316987302903
reanalysis_dew_point_temp_k,ndvi_sw,0.020746316987302903
reanalysis_air_temp_k,precipitation_amt_mm,0.017228618985874432
precipitation_amt_mm,reanalysis_air_temp_k,0.017228618985874432
reanalysis_air_temp_k,reanalysis_sat_precip_amt_mm,0.017228618985874036
reanalysis_sat_precip_amt_mm,reanalysis_air_temp_k,0.017228618985874036
weekofyear,reanalysis_relative_humidity_percent,0.01519099341694893
reanalysis_relative_humidity_percent,weekofyear,0.01519099341694893
reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,0.012947606159222996
reanalysis_tdtr_k,reanalysis_specific_humidity_g_per_kg,0.012947606159222996
total_cases,reanalysis_precip_amt_kg_per_m2,0.010031036770202513
reanalysis_precip_amt_kg_per_m2,total_cases,0.010031036770202513
reanalysis_dew_point_temp_k,ndvi_se,0.002809935186784968
ndvi_se,reanalysis_dew_point_temp_k,0.002809935186784968
reanalysis_max_air_temp_k,reanalysis_air_temp_k,0.0012108478720959897
reanalysis_air_temp_k,reanalysis_max_air_temp_k,0.0012108478720959897
